,threshold,MCC,precision,recall,f1,accuracy,threshold_strategy,language_pair,split,seed,model_type,exp_group
103,0.45,0.3677644431591034,0.43209877610206604,0.4964539110660553,0.46204620599746704,0.8370000123977661,best,en-zh,dev,42,supervised,train_multilingual_auth_demetr_data_single
104,0.1,0.29953497648239136,0.2983606457710266,0.6453900933265686,0.40807175636291504,0.7360000014305115,extreme,en-zh,dev,42,supervised,train_multilingual_auth_demetr_data_single
105,0.5,0.2537767291069031,0.37748345732688904,0.3607594966888428,0.3689320385456085,0.8050000071525574,default,en-zh,test,2710,supervised,train_multilingual_auth_demetr_data_single
106,0.51,0.2518257200717926,0.3819444477558136,0.34810125827789307,0.3642384111881256,0.8080000281333923,best,en-zh,test,2710,supervised,train_multilingual_auth_demetr_data_single
107,0.1,0.2931164801120758,0.30930930376052856,0.6518987417221069,0.41955193877220154,0.7149999737739563,extreme,en-zh,test,2710,supervised,train_multilingual_auth_demetr_data_single
108,0.5,0.2543559968471527,0.39694657921791077,0.3291139304637909,0.3598615825176239,0.8149999976158142,default,en-zh,test,42,supervised,train_multilingual_auth_demetr_data_single
109,0.45,0.24424657225608826,0.3684210479259491,0.3544303774833679,0.3612903356552124,0.8019999861717224,best,en-zh,test,42,supervised,train_multilingual_auth_demetr_data_single
110,0.1,0.2941928803920746,0.319218248128891,0.6202531456947327,0.4215053617954254,0.7310000061988831,extreme,en-zh,test,42,supervised,train_multilingual_auth_demetr_data_single
111,0.5,0.2703186273574829,0.42500001192092896,0.32278481125831604,0.36690646409988403,0.8240000009536743,default,en-zh,test,89,supervised,train_multilingual_auth_demetr_data_single
112,0.38,0.2571423053741455,0.3595505654811859,0.40506330132484436,0.380952388048172,0.7919999957084656,best,en-zh,test,89,supervised,train_multilingual_auth_demetr_data_single
113,0.1,0.2872830033302307,0.29015544056892395,0.7088607549667358,0.4117647111415863,0.6800000071525574,extreme,en-zh,test,89,supervised,train_multilingual_auth_demetr_data_single
114,0.5,0.26143646240234375,0.38064515590667725,0.3734177350997925,0.37699681520462036,0.8050000071525574,default,en-zh,test,107,supervised,train_multilingual_auth_demetr_data_single
115,0.5,0.26143646240234375,0.38064515590667725,0.3734177350997925,0.37699681520462036,0.8050000071525574,best,en-zh,test,107,supervised,train_multilingual_auth_demetr_data_single
116,0.1,0.300790011882782,0.2731092572212219,0.8227847814559937,0.41009464859962463,0.6259999871253967,extreme,en-zh,test,107,supervised,train_multilingual_auth_demetr_data_single
117,0.5,0.24054177105426788,0.3636363744735718,0.3544303774833679,0.3589743673801422,0.800000011920929,default,en-zh,test,928,supervised,train_multilingual_auth_demetr_data_single
118,0.5,0.24054177105426788,0.3636363744735718,0.3544303774833679,0.3589743673801422,0.800000011920929,best,en-zh,test,928,supervised,train_multilingual_auth_demetr_data_single
119,0.1,0.2684653699398041,0.3154121935367584,0.5569620132446289,0.4027459919452667,0.7390000224113464,extreme,en-zh,test,928,supervised,train_multilingual_auth_demetr_data_single
